product_id,name,category,brand,price,stock,tags,source_name,source_category,source_dataset,image_url,rating,rating_count
B09Z22T2GK,Lyfatz 手机商品,手机,Lyfatz,72,622,手机|手机配件,"Lyfatz Double Sided Print Sport Band Compatible with Apple Watch Band 38mm 40mm 41mm 42mm 44mm 45mm 49mm Women Men,Floral Silicone Printed Fadeless Pattern Sport Strap for iWatch Series 8 7 6 5 4 3 2 1 SE Ultra",AMAZON FASHION,Amazon Reviews 2023,https://m.media-amazon.com/images/I/41ynnPAZqCL._AC_.jpg,4.3,142
B0B142R3WM,RMOCR 屏幕保护膜,手机,RMOCR,65,930,手机|手机配件|保护壳|保护膜,"Motorola Moto G Stylus 5G 2022 Case with Tempered Glass Screen Protector,Heavy Duty Rugged Shockproof Full Body Protective Phone Cover,Black Matte",Cell Phones & Accessories,Amazon Reviews 2023,https://m.media-amazon.com/images/I/51S-xELuAeL._AC_.jpg,4.3,1126
B09C7NPPGF,SQMCase 保护壳,手机,SQMCase,101,529,手机|手机配件|保护壳,"Case for Galaxy Z Fold 3, Shockproof Protective Scratch Resistant & Anti Slip Grippy Soft TPU Case Compatible with Galaxy Z Fold 3 (Blue)",Cell Phones & Accessories,Amazon Reviews 2023,https://m.media-amazon.com/images/I/51UShqCPyZL._AC_.jpg,3.4,42
B09FGJRKQJ,Torendi 手机商品,手机,Torendi,86,854,手机|手机配件,"Cell Phone Ring Holder Finger Stand, Torendi Marble Kickstand Gold Metal Grip Holder for Magnetic Car Mount Compatible with iPhone 13/13 Pro/12 Pro Max/11 and All Smartphones (Opalescent)",Cell Phones & Accessories,Amazon Reviews 2023,https://m.media-amazon.com/images/I/51whTKKnMmL._AC_.jpg,4.3,634
B08J8DNYFT,TUDIA 保护壳,手机,TUDIA,86,588,手机|手机配件|保护壳,"TUDIA DualShield Designed for Pixel 4a 5G Case (2020), [Merge] Shockproof Dual Layer Military Grade Drop Protection Slim Protective Case Cover - Matte Black",Cell Phones & Accessories,Amazon Reviews 2023,https://m.media-amazon.com/images/I/41uX8POiX9L._AC_.jpg,4.4,816
B0BZ52ZTSD,Bullstrap 保护壳,手机,Bullstrap,144,576,手机|手机配件|保护壳,"Bullstrap Premium Leather Phone Case Compatible with Apple iPhone Xs Max, Black Edition",Cell Phones & Accessories,Amazon Reviews 2023,https://m.media-amazon.com/images/I/21fIEXKHeeL._AC_.jpg,5.0,1
B09FDXV5VN,NEWDERY 保护壳,手机,NEWDERY,230,61,手机|手机配件|保护壳|充电器,"NEWDERY Battery Case for iPhone 13 Pro Max & 12 Pro Max, Qi Wireless Compatible Extended Power Charging Case, Rechargeable Charger Case for iPhone 13 Pro Max & iPhone 12 Pro Max Black",Cell Phones & Accessories,Amazon Reviews 2023,https://m.media-amazon.com/images/I/41GIiFqhsCL._AC_.jpg,4.0,183
B082ZC3V8Q,Yorkshire Terrier Gifts - click to show more! 手机商品,手机,Yorkshire Terrier Gifts - click to show more!,101,365,手机|手机配件,Yorkshire Terrier Dog Yorkie PopSockets PopGrip: Swappable Grip for Phones & Tablets,Cell Phones & Accessories,Amazon Reviews 2023,https://m.media-amazon.com/images/I/514vpOMWZpL._AC_.jpg,3.0,1
B08CZF8SXL,I-HONVA 屏幕保护膜,手机,I-HONVA,101,984,手机|手机配件|保护壳|保护膜,"I-HONVA for Galaxy S10E Case Shockproof Dust/Drop Proof 3-Layer Full Body Protection [Without Screen Protector] Rugged Heavy Duty Durable Cover Case for Samsung Galaxy S10E,Purple/Green",Cell Phones & Accessories,Amazon Reviews 2023,https://m.media-amazon.com/images/I/41JWXaurZuL._AC_.jpg,4.6,1124
B09WVSYP6W,Casetify 保护壳,手机,Casetify,418,752,手机|手机配件|保护壳,Casetify Ultra Compostable Case for iPhone 13 Pro - Peach,Cell Phones & Accessories,Amazon Reviews 2023,https://m.media-amazon.com/images/I/31VfbV-7osL._AC_.jpg,3.3,8
B098SWVC2J,Idealiveny 手机商品,手机,Idealiveny,70,110,手机|手机配件,Idealiveny Watch-Band-Decorative-Charms Compatible with Iwatch Series 6 5 4 3 2 1 Metal Decorative Rings Loops for SmartWatch Band 38mm 40mm 42mm 44mm Silicone Watch Band-Accessories-Charms,AMAZON FASHION,Amazon Reviews 2023,https://m.media-amazon.com/images/I/4107IUO9acL._AC_.jpg,4.5,737
B0B8NL1VPY,WATER BEAR TACTICAL 手机商品,手机,WATER BEAR TACTICAL,331,114,手机|手机配件,"Water Bear Tactical 550 Paracord Quick Release Band made for Apple Watch 42/45mm for Apple Watch Series 8, 7, 6, 5, 4, 3, 2,1",AMAZON FASHION,Amazon Reviews 2023,https://m.media-amazon.com/images/I/21oEBP2-ZHL._AC_.jpg,4.0,5
B091C7JXZ9,SUNCARACCL 手机商品,手机,SUNCARACCL,94,113,手机|手机配件,"SUNCARACCL Bling Car Phone Holder, 360°Adjustable Crystal Auto Phone Mount Universal Rhinestone Car Stand Phone Holder Car Accessories for Windshield Dashboard and Air Outlet (Black)",Cell Phones & Accessories,Amazon Reviews 2023,https://m.media-amazon.com/images/I/41hhzzcpuCL._AC_.jpg,4.0,2598
B00N8SF56A,elago 保护壳,手机,elago,180,631,手机|手机配件|保护壳,"iPhone 6S Case, elago S6 Outfit Aluminum and Polycarbonate Dual Case for The iPhone 6/6S (4.7inch) + HD Professional Screen Film Included - Full Retail Packaging (Champagne Gold/Champagne Gold)",Cell Phones & Accessories,Amazon Reviews 2023,https://m.media-amazon.com/images/I/41E9aIwtWnL._AC_.jpg,3.6,34
B08LNZNCML,i2 Gear 手机商品,手机,i2 Gear,65,144,手机|手机配件|保护壳,"i2 Gear Armband for iPod Touch 7th, 6th, 5th Generation MP3 Players & iPhone 5, 5s, 5C with Key Holder & Elastic Strap Extender",Cell Phones & Accessories,Amazon Reviews 2023,https://m.media-amazon.com/images/I/515EkAIXu6L._AC_.jpg,4.0,29
B08MBW59D8,Lacass 保护壳,手机,Lacass,144,457,手机|手机配件|保护壳,Lacass [Cards Theft Scan Protection 10 Card Slots Holder Zipper Pocket Wallet Case Flip Leather Cover with Wrist Strap Magnetic Closure Stand for Samsung Galaxy A71 5G (Floral Blue Green),Cell Phones & Accessories,Amazon Reviews 2023,https://m.media-amazon.com/images/I/51f5+lae9vL._AC_.jpg,4.4,44
B08FTB1SJD,HHUAN 屏幕保护膜,手机,HHUAN,31,763,手机|手机配件|保护膜|保护壳,"HHUAN Case Black + Tempered Glass Screen Protector for Samsung Galaxy Note 20 Ultra 5G (6.9""), Flexible TPU Shell Silicone Gel Protective Case Shock-Absorption Bumper Cover - YQ12",Portable Audio & Accessories,Amazon Reviews 2023,https://m.media-amazon.com/images/I/516u0JF9+xL._AC_.jpg,5.0,1
