user_id,product_id,event_type,rating,timestamp,source
amazon-u009,B07NBGCLCX,view,3.9,1736387940,amazon_metadata_weak_label
amazon-u009,B09432ZFQ6,view,2.9,1736388960,amazon_metadata_weak_label
amazon-u010,B00T3MIULW,purchase,4.8,1736467200,amazon_metadata_weak_label
amazon-u010,B003YVP55W,like,4.3,1736468220,amazon_metadata_weak_label
amazon-u010,B08NLFQPWF,like,4.7,1736469240,amazon_metadata_weak_label
amazon-u010,B0B5GMPW5Z,like,4.4,1736470260,amazon_metadata_weak_label
amazon-u010,B081YJM2J7,like,4.3,1736471280,amazon_metadata_weak_label
amazon-u010,B00KQO0DWU,like,4.3,1736472300,amazon_metadata_weak_label
amazon-u010,B07KYSXTXX,like,4.2,1736473320,amazon_metadata_weak_label
amazon-u010,B098XD357L,view,3.5,1736474340,amazon_metadata_weak_label
amazon-u011,B087NHW5FZ,view,3.7,1736553600,amazon_metadata_weak_label
amazon-u011,B07Y6K1PRB,like,4.6,1736554620,amazon_metadata_weak_label
amazon-u011,B0000XMWT4,view,3.8,1736555640,amazon_metadata_weak_label
amazon-u011,B08QCPDKW1,view,3.5,1736556660,amazon_metadata_weak_label
amazon-u011,B08RS4QZ2K,view,3.8,1736557680,amazon_metadata_weak_label
amazon-u011,1420623842,view,3.3,1736558700,amazon_metadata_weak_label
amazon-u011,B012BVTWVS,view,3.7,1736559720,amazon_metadata_weak_label
amazon-u012,B00I6OR1TU,view,3.9,1736640000,amazon_metadata_weak_label
amazon-u012,B00R6HCZ0I,like,4.1,1736641020,amazon_metadata_weak_label
amazon-u012,B00002STR2,view,3.9,1736642040,amazon_metadata_weak_label
amazon-u012,B005G4CSSC,view,3.3,1736643060,amazon_metadata_weak_label
amazon-u012,B08J6ZCZ11,like,4.6,1736644080,amazon_metadata_weak_label
amazon-u012,B0072PQG22,view,2.9,1736645100,amazon_metadata_weak_label
amazon-u012,B08SLNGTCL,view,3.5,1736646120,amazon_metadata_weak_label
amazon-u012,B00H4J5B9U,view,3.9,1736647140,amazon_metadata_weak_label
amazon-u013,B094VP3LBX,view,3.9,1736726400,amazon_metadata_weak_label
amazon-u013,B0C6BLGHXV,like,4.4,1736727420,amazon_metadata_weak_label
amazon-u013,B08CT8VD5Z,view,3.9,1736728440,amazon_metadata_weak_label
amazon-u013,B07W2X3G92,like,4.0,1736729460,amazon_metadata_weak_label
amazon-u013,B07CQWFCTW,like,4.1,1736730480,amazon_metadata_weak_label
amazon-u013,B0B9JTJK7W,like,4.0,1736731500,amazon_metadata_weak_label
amazon-u013,B07DL353F8,view,3.1,1736732520,amazon_metadata_weak_label
amazon-u014,B07Q9M384N,like,4.2,1736812800,amazon_metadata_weak_label
amazon-u014,B0B8ZBCCY6,purchase,4.8,1736813820,amazon_metadata_weak_label
amazon-u014,B08NTSTMMS,purchase,4.8,1736814840,amazon_metadata_weak_label
amazon-u014,B01B79A82C,view,3.7,1736815860,amazon_metadata_weak_label
amazon-u014,B0BCH69C79,view,3.7,1736816880,amazon_metadata_weak_label
amazon-u014,B09BKWDSZX,like,4.0,1736817900,amazon_metadata_weak_label
amazon-u014,B07SFZCYNS,purchase,4.8,1736818920,amazon_metadata_weak_label
amazon-u014,B0BZ52ZTSD,purchase,4.8,1736819940,amazon_metadata_weak_label
amazon-u014,B094H9PSC7,like,4.0,1736820960,amazon_metadata_weak_label
amazon-u014,B000W79CY6,view,3.7,1736821980,amazon_metadata_weak_label
amazon-u014,B08P9NQ1T2,view,3.8,1736823000,amazon_metadata_weak_label
amazon-u015,B08GHKZSFP,like,4.6,1736899200,amazon_metadata_weak_label
amazon-u015,B019EAGLSQ,view,3.7,1736900220,amazon_metadata_weak_label
amazon-u015,B0BTHXFXP8,like,4.3,1736901240,amazon_metadata_weak_label
amazon-u015,B00YQAP7BW,like,4.3,1736902260,amazon_metadata_weak_label
amazon-u015,B007JR9ZBC,like,4.7,1736903280,amazon_metadata_weak_label
amazon-u015,B019JSUP5S,view,3.4,1736904300,amazon_metadata_weak_label
amazon-u015,B00BN5T30E,view,3.9,1736905320,amazon_metadata_weak_label
amazon-u015,B082ZC3V8Q,view,2.5,1736906340,amazon_metadata_weak_label
amazon-u016,B09M7TH3YC,like,4.5,1736985600,amazon_metadata_weak_label
amazon-u016,B07LBPWW3D,like,4.5,1736986620,amazon_metadata_weak_label
amazon-u016,B09X1NC7P1,like,4.1,1736987640,amazon_metadata_weak_label
amazon-u016,B00KAEVW26,like,4.6,1736988660,amazon_metadata_weak_label
amazon-u016,B07ZZ595TG,like,4.4,1736989680,amazon_metadata_weak_label
amazon-u016,B086W46TYP,purchase,4.8,1736990700,amazon_metadata_weak_label
amazon-u016,B018UCFIT2,like,4.0,1736991720,amazon_metadata_weak_label
amazon-u016,B09SJ465G2,like,4.2,1736992740,amazon_metadata_weak_label
amazon-u016,B08HCXS2L5,like,4.1,1736993760,amazon_metadata_weak_label
amazon-u016,B07DL353F8,view,3.5,1736994780,amazon_metadata_weak_label
amazon-u016,B005FCP58U,view,3.9,1736995800,amazon_metadata_weak_label
amazon-u017,B09FJKX8ZS,view,3.7,1737072000,amazon_metadata_weak_label
amazon-u017,B000QYARP8,view,3.5,1737073020,amazon_metadata_weak_label
amazon-u017,B005G4CSSC,view,3.6,1737074040,amazon_metadata_weak_label
amazon-u017,B08WLJ8WF2,purchase,4.8,1737075060,amazon_metadata_weak_label
amazon-u017,B0001ZNU56,like,4.7,1737076080,amazon_metadata_weak_label
amazon-u017,B00ICQ8FNS,like,4.5,1737077100,amazon_metadata_weak_label
amazon-u017,B0034JKYU0,like,4.1,1737078120,amazon_metadata_weak_label
amazon-u017,B0070OB30K,view,3.2,1737079140,amazon_metadata_weak_label
amazon-u017,B09XGRBC32,view,3.9,1737080160,amazon_metadata_weak_label
amazon-u018,B0001ZNU56,view,3.8,1737158400,amazon_metadata_weak_label
amazon-u018,B001Q4HLFQ,view,3.9,1737159420,amazon_metadata_weak_label
amazon-u018,B07HLQNJ5F,like,4.3,1737160440,amazon_metadata_weak_label
amazon-u018,B084QGDGYZ,view,3.8,1737161460,amazon_metadata_weak_label
amazon-u018,B07FPRWGM4,like,4.5,1737162480,amazon_metadata_weak_label
amazon-u018,B09G6L51WP,like,4.2,1737163500,amazon_metadata_weak_label
amazon-u018,B0B7B7WQY7,view,3.9,1737164520,amazon_metadata_weak_label
amazon-u018,B0012GOECQ,like,4.2,1737165540,amazon_metadata_weak_label
amazon-u018,B09JY72CNG,like,4.1,1737166560,amazon_metadata_weak_label
amazon-u018,B09BTFPNN4,view,3.4,1737167580,amazon_metadata_weak_label
amazon-u018,B08862M8VY,view,3.8,1737168600,amazon_metadata_weak_label
amazon-u019,B09Q89F8CG,like,4.1,1737244800,amazon_metadata_weak_label
amazon-u019,B08MBW59D8,like,4.4,1737245820,amazon_metadata_weak_label
amazon-u019,B072F2FSY5,like,4.2,1737246840,amazon_metadata_weak_label
amazon-u019,B07ZPSG8P5,view,3.7,1737247860,amazon_metadata_weak_label
amazon-u019,B0B8YNDK45,like,4.0,1737248880,amazon_metadata_weak_label
amazon-u019,B00QXODI0G,purchase,5.0,1737249900,amazon_metadata_weak_label
amazon-u019,B09DKPPM8V,like,4.7,1737250920,amazon_metadata_weak_label
amazon-u019,B07TWY63G1,like,4.2,1737251940,amazon_metadata_weak_label
amazon-u019,B09SRXBT8Y,like,4.0,1737252960,amazon_metadata_weak_label
amazon-u019,B0BDQMXQFY,view,3.5,1737253980,amazon_metadata_weak_label
amazon-u020,B0C2VCWPGY,view,3.8,1737331200,amazon_metadata_weak_label
amazon-u020,B09H2JQD48,like,4.0,1737332220,amazon_metadata_weak_label
amazon-u020,B0B9GX98SX,view,3.3,1737333240,amazon_metadata_weak_label
amazon-u020,B09L7Z7NLT,like,4.1,1737334260,amazon_metadata_weak_label
amazon-u020,B09TSWFJ8N,like,4.6,1737335280,amazon_metadata_weak_label
amazon-u020,B0C48TKVX7,like,4.0,1737336300,amazon_metadata_weak_label
amazon-u020,B0BY2KTRS9,view,3.6,1737337320,amazon_metadata_weak_label
amazon-u020,B00ICQ8FNS,view,2.9,1737338340,amazon_metadata_weak_label
amazon-u021,B003M5Z90Q,like,4.5,1737417600,amazon_metadata_weak_label
amazon-u021,B0B2P1FPLF,purchase,4.8,1737418620,amazon_metadata_weak_label
amazon-u021,B07848ZT9T,purchase,4.9,1737419640,amazon_metadata_weak_label
amazon-u021,B06XKRXLDR,like,4.0,1737420660,amazon_metadata_weak_label
amazon-u021,B071VQ9Y8W,purchase,4.8,1737421680,amazon_metadata_weak_label
amazon-u021,B0BKFX6FWW,view,3.8,1737422700,amazon_metadata_weak_label
amazon-u021,B099WMXYGH,view,3.9,1737423720,amazon_metadata_weak_label
amazon-u021,B000TB6PEK,like,4.0,1737424740,amazon_metadata_weak_label
amazon-u022,B07Y8T5GTV,like,4.1,1737504000,amazon_metadata_weak_label
amazon-u022,B09H2JQD48,like,4.1,1737505020,amazon_metadata_weak_label
amazon-u022,B00NAAW3SE,view,3.8,1737506040,amazon_metadata_weak_label
amazon-u022,B0C48TKVX7,like,4.5,1737507060,amazon_metadata_weak_label
amazon-u022,B01E7IQ6V2,like,4.1,1737508080,amazon_metadata_weak_label
amazon-u022,B08RS4QZ2K,like,4.4,1737509100,amazon_metadata_weak_label
amazon-u022,B0BF9YKR59,like,4.6,1737510120,amazon_metadata_weak_label
amazon-u022,B07848ZT9T,purchase,4.9,1737511140,amazon_metadata_weak_label
amazon-u022,B014FT655U,view,3.3,1737512160,amazon_metadata_weak_label
amazon-u022,B00QXODI0G,view,3.1,1737513180,amazon_metadata_weak_label
amazon-u023,B01EY9IS2O,like,4.5,1737590400,amazon_metadata_weak_label
amazon-u023,B0BMXFDSKM,like,4.1,1737591420,amazon_metadata_weak_label
amazon-u023,B07GN75XN1,like,4.0,1737592440,amazon_metadata_weak_label
amazon-u023,B001EYUX4Y,like,4.2,1737593460,amazon_metadata_weak_label
amazon-u023,B07D482RJ8,like,4.0,1737594480,amazon_metadata_weak_label
amazon-u023,B000B8GTA6,like,4.6,1737595500,amazon_metadata_weak_label
amazon-u023,B07DK574FC,view,3.8,1737596520,amazon_metadata_weak_label
amazon-u023,B07QN1KG7D,like,4.7,1737597540,amazon_metadata_weak_label
amazon-u023,B08MBHYVXW,like,4.4,1737598560,amazon_metadata_weak_label
amazon-u023,B08TLSB7WL,view,3.6,1737599580,amazon_metadata_weak_label
amazon-u023,B092891PY2,view,3.8,1737600600,amazon_metadata_weak_label
amazon-u024,B0BGMJX4RN,view,3.7,1737676800,amazon_metadata_weak_label
amazon-u024,B01B7ZNKZ8,view,3.5,1737677820,amazon_metadata_weak_label
amazon-u024,B0BG5NKDL7,like,4.2,1737678840,amazon_metadata_weak_label
amazon-u024,B07N1WJXTY,purchase,5.0,1737679860,amazon_metadata_weak_label
amazon-u024,B071YJFTV4,like,4.6,1737680880,amazon_metadata_weak_label
amazon-u024,B071JDPKJ8,like,4.6,1737681900,amazon_metadata_weak_label
amazon-u024,B0BGGCQ7QC,like,4.5,1737682920,amazon_metadata_weak_label
amazon-u024,B00KO8RLZ0,like,4.3,1737683940,amazon_metadata_weak_label
amazon-u024,B07T4WP6TD,view,3.7,1737684960,amazon_metadata_weak_label
amazon-u024,B07SHMJVY3,view,2.9,1737685980,amazon_metadata_weak_label
amazon-u025,B000HAFEXG,like,4.3,1737763200,amazon_metadata_weak_label
amazon-u025,B0777DRH1Y,purchase,4.8,1737764220,amazon_metadata_weak_label
amazon-u025,B00D3M821Q,like,4.2,1737765240,amazon_metadata_weak_label
amazon-u025,B07T4WP6TD,like,4.0,1737766260,amazon_metadata_weak_label
amazon-u025,B00006JN5L,view,3.4,1737767280,amazon_metadata_weak_label
amazon-u025,B00CJ0OB68,view,3.8,1737768300,amazon_metadata_weak_label
amazon-u025,B09L4H6FQF,like,4.5,1737769320,amazon_metadata_weak_label
amazon-u025,B000TB6PEK,like,4.2,1737770340,amazon_metadata_weak_label
amazon-u025,B06XKKLGSG,view,3.9,1737771360,amazon_metadata_weak_label
amazon-u025,B0936D45RM,view,3.7,1737772380,amazon_metadata_weak_label
amazon-u026,B004BV5O0U,like,4.2,1737849600,amazon_metadata_weak_label
amazon-u026,B09QXCZ6CX,purchase,4.8,1737850620,amazon_metadata_weak_label
amazon-u026,B00004SVXD,like,4.3,1737851640,amazon_metadata_weak_label
amazon-u026,B0B3MF7BTH,like,4.5,1737852660,amazon_metadata_weak_label
amazon-u026,B004NXQNU6,like,4.3,1737853680,amazon_metadata_weak_label
amazon-u026,B09V1TG17Z,like,4.3,1737854700,amazon_metadata_weak_label
amazon-u026,B007V6AHX6,view,3.3,1737855720,amazon_metadata_weak_label
amazon-u026,B0B835LFN3,view,3.8,1737856740,amazon_metadata_weak_label
amazon-u027,B0BQMW6FM9,like,4.0,1737936000,amazon_metadata_weak_label
amazon-u027,B0C3J5DHG3,purchase,4.8,1737937020,amazon_metadata_weak_label
amazon-u027,B08FY3PPZD,like,4.2,1737938040,amazon_metadata_weak_label
amazon-u027,B07P6P9JXR,like,4.6,1737939060,amazon_metadata_weak_label
amazon-u027,B08ZDKNP1J,like,4.4,1737940080,amazon_metadata_weak_label
amazon-u027,B0BXNTPT82,purchase,4.9,1737941100,amazon_metadata_weak_label
amazon-u027,B0BPMGTV36,view,3.7,1737942120,amazon_metadata_weak_label
amazon-u027,B01AQ34GQY,like,4.0,1737943140,amazon_metadata_weak_label
amazon-u028,B01JPDYGLG,like,4.1,1738022400,amazon_metadata_weak_label
amazon-u028,B0B2HXK3V5,like,4.1,1738023420,amazon_metadata_weak_label
amazon-u028,B0BY8SK3F1,like,4.2,1738024440,amazon_metadata_weak_label
amazon-u028,B0BBQKV7MZ,like,4.7,1738025460,amazon_metadata_weak_label
amazon-u028,B0000APTGM,like,4.2,1738026480,amazon_metadata_weak_label
amazon-u028,B09199HL91,like,4.5,1738027500,amazon_metadata_weak_label
amazon-u028,B0BFXX2V21,like,4.1,1738028520,amazon_metadata_weak_label
amazon-u028,B0C4TN4PMX,like,4.0,1738029540,amazon_metadata_weak_label
amazon-u028,B00BZEU7VM,like,4.2,1738030560,amazon_metadata_weak_label
amazon-u028,B0BKFX6FWW,view,3.2,1738031580,amazon_metadata_weak_label
amazon-u028,B00NAAW3SE,view,3.3,1738032600,amazon_metadata_weak_label
amazon-u029,B0BXNTPT82,like,4.4,1738108800,amazon_metadata_weak_label
amazon-u029,B07HFHVRCN,like,4.4,1738109820,amazon_metadata_weak_label
amazon-u029,B0B6TQGTK3,like,4.0,1738110840,amazon_metadata_weak_label
amazon-u029,B09STSZTDV,like,4.3,1738111860,amazon_metadata_weak_label
amazon-u029,B0BG2RX476,like,4.5,1738112880,amazon_metadata_weak_label
amazon-u029,B09Q89F8CG,view,3.9,1738113900,amazon_metadata_weak_label
amazon-u029,B00S4RAAGA,view,3.5,1738114920,amazon_metadata_weak_label
amazon-u029,B001EYUX4O,view,3.8,1738115940,amazon_metadata_weak_label
amazon-u030,B01N80M728,like,4.6,1738195200,amazon_metadata_weak_label
amazon-u030,B08SLNGTCL,like,4.4,1738196220,amazon_metadata_weak_label
amazon-u030,B0070OB30K,like,4.6,1738197240,amazon_metadata_weak_label
amazon-u030,B0B2VFTVY1,like,4.1,1738198260,amazon_metadata_weak_label
amazon-u030,B07YHFPFG6,view,3.9,1738199280,amazon_metadata_weak_label
amazon-u030,B0BZY82YDR,view,3.4,1738200300,amazon_metadata_weak_label
amazon-u030,B00GYL29NU,view,2.9,1738201320,amazon_metadata_weak_label
amazon-u031,B089LYVJC9,like,4.5,1738281600,amazon_metadata_weak_label
amazon-u031,B00CJ0OB68,like,4.0,1738282620,amazon_metadata_weak_label
amazon-u031,B08DKQZXTT,view,3.8,1738283640,amazon_metadata_weak_label
amazon-u031,B01702K36Q,view,3.7,1738284660,amazon_metadata_weak_label
amazon-u031,B0034JKYU0,like,4.7,1738285680,amazon_metadata_weak_label
amazon-u031,B000VVAVCK,view,3.9,1738286700,amazon_metadata_weak_label
amazon-u031,B00CP2YPYI,view,3.1,1738287720,amazon_metadata_weak_label
amazon-u031,B071YJFTV4,view,3.4,1738288740,amazon_metadata_weak_label
amazon-u032,B0B69K8XNX,purchase,4.8,1738368000,amazon_metadata_weak_label
amazon-u032,B0772XVGHF,like,4.4,1738369020,amazon_metadata_weak_label
amazon-u032,B08ZJCX66L,like,4.7,1738370040,amazon_metadata_weak_label
amazon-u032,B0774FTRJZ,like,4.0,1738371060,amazon_metadata_weak_label
amazon-u032,B0B2VFTVY1,purchase,5.0,1738372080,amazon_metadata_weak_label
amazon-u032,B0096XY1ZW,like,4.2,1738373100,amazon_metadata_weak_label
amazon-u032,B0B2HXK3V5,view,3.9,1738374120,amazon_metadata_weak_label
amazon-u032,B0BL2GDGHK,view,3.8,1738375140,amazon_metadata_weak_label
amazon-u032,B0BPLX8B2K,view,3.0,1738376160,amazon_metadata_weak_label
amazon-u033,B07Q9M384N,view,3.8,1738454400,amazon_metadata_weak_label
amazon-u033,B08C82CVM2,purchase,4.9,1738455420,amazon_metadata_weak_label
amazon-u033,B083F225NQ,like,4.2,1738456440,amazon_metadata_weak_label
amazon-u033,B09S3HCMYR,like,4.1,1738457460,amazon_metadata_weak_label
amazon-u033,B09FDXV5VN,like,4.0,1738458480,amazon_metadata_weak_label
amazon-u033,B0BG2RX476,like,4.1,1738459500,amazon_metadata_weak_label
amazon-u033,B09G6L51WP,view,3.7,1738460520,amazon_metadata_weak_label
amazon-u033,B00BYKEKYC,view,3.5,1738461540,amazon_metadata_weak_label
amazon-u034,B003Y2PK92,like,4.1,1738540800,amazon_metadata_weak_label
amazon-u034,B07848ZT9T,purchase,4.8,1738541820,amazon_metadata_weak_label
amazon-u034,B07GGS5B45,view,3.8,1738542840,amazon_metadata_weak_label
amazon-u034,B0B6SQMZ4P,like,4.2,1738543860,amazon_metadata_weak_label
amazon-u034,B07MKWC2XN,like,4.1,1738544880,amazon_metadata_weak_label
amazon-u034,B09X6WM9QW,view,3.0,1738545900,amazon_metadata_weak_label
amazon-u034,B000VVAVCK,view,3.8,1738546920,amazon_metadata_weak_label
amazon-u035,B0BKVH96NL,like,4.5,1738627200,amazon_metadata_weak_label
amazon-u035,B08JV8NLK9,view,3.6,1738628220,amazon_metadata_weak_label
amazon-u035,B09STSZTDV,like,4.3,1738629240,amazon_metadata_weak_label
amazon-u035,B07X9H3WC4,like,4.2,1738630260,amazon_metadata_weak_label
amazon-u035,B07V44C18F,like,4.2,1738631280,amazon_metadata_weak_label
amazon-u035,B008GYKN68,view,3.2,1738632300,amazon_metadata_weak_label
amazon-u035,B0B4PK94PV,like,4.0,1738633320,amazon_metadata_weak_label
amazon-u036,B08MWWR2SX,like,4.3,1738713600,amazon_metadata_weak_label
amazon-u036,B07HVZVRPC,like,4.5,1738714620,amazon_metadata_weak_label
amazon-u036,B0BGX6F7JW,like,4.3,1738715640,amazon_metadata_weak_label
amazon-u036,B0BTHXFXP8,like,4.0,1738716660,amazon_metadata_weak_label
amazon-u036,B0859YGYB2,view,3.5,1738717680,amazon_metadata_weak_label
amazon-u036,B0BTP5332V,purchase,4.9,1738718700,amazon_metadata_weak_label
amazon-u036,B0994RTBCW,like,4.1,1738719720,amazon_metadata_weak_label
amazon-u036,B09X1B56ST,like,4.3,1738720740,amazon_metadata_weak_label
amazon-u036,B001EYUWL8,view,3.6,1738721760,amazon_metadata_weak_label
amazon-u036,B00I4VL056,view,3.8,1738722780,amazon_metadata_weak_label
amazon-u037,B08CCQZLT5,purchase,4.8,1738800000,amazon_metadata_weak_label
amazon-u037,B01IX22LFI,like,4.3,1738801020,amazon_metadata_weak_label
amazon-u037,B071YWSHFM,like,4.6,1738802040,amazon_metadata_weak_label
amazon-u037,B07D8D6B8C,like,4.6,1738803060,amazon_metadata_weak_label
amazon-u037,B07Q2X6J98,like,4.0,1738804080,amazon_metadata_weak_label
amazon-u037,B07SFZCYNS,view,2.9,1738805100,amazon_metadata_weak_label
amazon-u037,B0C559BCG4,like,4.1,1738806120,amazon_metadata_weak_label
amazon-u038,B094GSCMXQ,like,4.5,1738886400,amazon_metadata_weak_label
amazon-u038,B0B97Z7H3P,view,3.5,1738887420,amazon_metadata_weak_label
amazon-u038,B0B1CDBK56,view,3.1,1738888440,amazon_metadata_weak_label
amazon-u038,B09FDXV5VN,like,4.4,1738889460,amazon_metadata_weak_label
amazon-u038,B091Q1D519,like,4.0,1738890480,amazon_metadata_weak_label
amazon-u038,B093SYS3ZN,like,4.4,1738891500,amazon_metadata_weak_label
amazon-u038,B09ZTKZSJT,like,4.2,1738892520,amazon_metadata_weak_label
amazon-u038,B096ZYVJ6R,like,4.1,1738893540,amazon_metadata_weak_label
amazon-u038,B00URTWH7S,view,3.4,1738894560,amazon_metadata_weak_label
amazon-u038,B09TKK8GH6,view,3.8,1738895580,amazon_metadata_weak_label
amazon-u039,B005OBY876,like,4.2,1738972800,amazon_metadata_weak_label
amazon-u039,B00005V9O0,like,4.5,1738973820,amazon_metadata_weak_label
amazon-u039,B07NBGCLCX,like,4.0,1738974840,amazon_metadata_weak_label
amazon-u039,B002XUKTT2,like,4.5,1738975860,amazon_metadata_weak_label
amazon-u039,B002KAKSJQ,view,3.9,1738976880,amazon_metadata_weak_label
amazon-u039,B01MD26RTO,like,4.3,1738977900,amazon_metadata_weak_label
amazon-u039,B0816HC1H7,like,4.6,1738978920,amazon_metadata_weak_label
amazon-u039,B07W9955Z4,like,4.4,1738979940,amazon_metadata_weak_label
amazon-u039,B07CNZP3BH,view,3.9,1738980960,amazon_metadata_weak_label
